6.1	0.
6.6	1.1546497824576483e6
7.1	1.4276915827877857e6
7.6	1.5699464345733232e6
8.1	1.6481662585610368e6
8.6	1.6898144692582597e6
9.1	1.7089398410822507e6
9.6	1.713571105259875e6
10.1	1.7086235106576686e6
10.6	1.697251951509838e6
11.1	1.6815523451891132e6
11.6	1.6629535782131501e6
12.1	1.6424491677191653e6
12.6	1.620740297584673e6
13.1	1.5983272873487687e6
13.6	1.5755697965021771e6
14.1	1.5527274186582202e6
14.6	1.5299876192615149e6
15.1	1.5074853032570293e6
15.6	1.4853167297305344e6
16.1	1.4635495378739978e6
16.6	1.442230054488966e6
17.1	1.421388673794901e6
17.6	1.401043852839223e6
18.1	1.3812051013600696e6
18.6	1.3618752338295514e6
19.1	1.3430520751739927e6
19.6	1.3247297586096614e6
20.1	1.3068997167961325e6
20.6	1.2895514407428761e6
21.1	1.2726730619195248e6
21.6	1.2562517990138386e6
22.1	1.240274300608722e6
22.6	1.2247269075034473e6
23.1	1.2095958527869775e6
23.6	1.194867413556807e6
24.1	1.1805280249955175e6
24.6	1.1665643651006392e6
25.1	1.15296341651688e6
25.6	1.1397125105029894e6
26.1	1.126799356971089e6
26.6	1.1142120636892524e6
27.1	1.1019391470780382e6
27.6	1.0899695365165288e6
28.1	1.0782925736691728e6
28.6	1.0668980080273708e6
29.1	1.0557759896088294e6
29.6	1.0449170595595059e6
30.1	1.0343121392463525e6
30.6	1.0239525183037284e6
31.1	1.0138298419975947e6
31.6	1.003936098192596e6
32.1	994263.6041437432
32.6	984804.9932847656
33.1	975553.2021444172
33.6	966501.4574908852
34.1	957643.2637781457
34.6	948972.3909483867
35.1	940482.8626336863
35.6	932168.9447511802
36.1	924025.134581898
36.6	916046.1502427721
37.1	908226.9206244595
37.6	900562.5757633621
38.1	893048.4376449947
38.6	885680.0114288868
39.1	878452.9770828657
39.6	871363.1814134879
40.1	864406.6304781599
40.6	857579.4823641275
41.1	850878.0403189705
41.6	844298.7462175017
42.1	837838.1743497311
42.6	831493.0255150364
43.1	825260.1214077754
43.6	819136.3992803803
44.1	813118.9068699287
44.6	807204.7975751717
45.1	801391.3258711613
45.6	795675.8429493371
46.1	790055.7925715619
46.6	784528.7071267777
47.1	779092.2038799416
47.6	773743.9814030565
48.1	768481.8161788667
48.6	763303.5593680436
49.1	758207.1337313815
49.6	753190.5306988662
50.1	748251.807577884
50.6	743389.0848932824
51.1	738600.5438524887
51.6	733884.4239290252
52.1	729239.020558431
52.6	724662.682940593
53.1	720153.8119431555
53.6	715710.8581007097
54.1	711332.3197048192
54.6	707016.7409803931
55.1	702762.7103438287
55.6	698568.8587389217
56.1	694433.8580465646
56.6	690356.4195645312
57.1	686335.2925538816
57.6	682369.262848601
58.1	678457.1515254659
58.6	674597.8136310454
59.1	670790.1369631406
59.6	667033.0409039356
60.1	663325.4753024201
60.6	659666.4194036903
61.1	656054.8808228244
61.6	652489.8945613126
62.1	648970.5220639125
62.6	645495.8503141438
63.1	642064.9909664922
63.6	638677.0795136932
64.1	635331.2744874525
64.6	632026.7566910203
65.1	628762.7284622275
65.6	625538.4129655394
66.1	622353.0535118284
66.6	619205.9129046511
67.1	616096.2728117616
67.6	613023.4331608322
68.1	609986.7115582388
68.6	606985.4427299346
69.1	604018.9779872202
69.6	601086.6846939282
70.1	598187.9457900062
70.6	595322.1592969578
71.1	592488.7378590495
71.6	589687.1082979016
72.1	586916.7111832779
72.6	584177.0004194084
73.1	581467.4428462435
73.6	578787.5178549121
74.1	576136.7170168774
74.6	573514.5437262331
75.1	570920.5128545491
75.6	568354.1504177762
76.1	565814.9932547348
76.6	563302.5887167143
77.1	560816.494367751
77.6	558356.2776951019
78.1	555921.5158295962
78.6	553511.7952754152
79.1	551126.7116489465
79.6	548765.8694263629
